Title,Price,Original Price,Discount,Image URLs,Variants,Sizes,Description,Product Link
Regular Blank T-shirt  | Red,850,N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-114-0079.webp,Red,M;L;XL;XXL,Bio-washed High Quality Cotton T-Shirt ( 200 GSM );Half Sleeves T-shirt;Round Neck with Lycra Rib;Anti Color Fade;Lint Proof;6 Sizes AvailableXS - S - M - L - XL - XXL;Color : Red;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery,https://tntstore.online/product/regular-blank-t-shirt-or-red
Summer Shorts (New) | Brown,"1,400",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-105-3248.webp,Brown,M;L;XL,"Breathable and soft material to keep you cool in summer heat,;Adjustable drawstring for a customized and comfortable fit,;Timeless mid-thigh length design for a relaxed fit and casual look,;Pocket with zipper,;3 Sizes Available;M - L - XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/summer-shorts-(new)-or-brown
Heavy Wt Polo T-Shirt | Maroon,"1,100",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-127-9316.webp,Maroon,S;M;L;XL;XXL,"300 GSM Glander Pique Cotton Fabric;Half sleeved Tshirt;Anti Color Fade;Lint Proof;3 Sizes AvailableM, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/heavy-wt-polo-t-shirt-or-maroon
Sport T-shirt | Sleeveless | Mint,800,N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-151-6152.webp,Mint,S;M;L;XL;XXL,"Stay cool, dry, and comfortable with our Sleeveless sport T-shirt.;Stay fresh with moisture-wicking fabric.;Move freely with breathable, stretchy material.;5 Sizes Available;S - M - L - XL- XXL;Color : Mint;Dip-wash or Machine Wash is preferred.;Home Delivery All Over Nepal |Cash On Delivery",https://tntstore.online/product/sport-t-shirt-or-sleeveless-or-mint
Heritage Varsity | Mocha,"3,000",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-114-3457.webp,Mocha,M;L;XL,"320 GSM Corded Velveteen;Snap button closure;Ribbed trims for a timeless look;Relaxed fit with Premium Materials;Casual Unisex wear;Available in 3 sizes;M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/heritage-varsity-or-mocha
Jacquard Shirt | Blue,"1,700",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-130-5098.webp,Blue,M;L;XL;XXL,"Premium 290 GSM cotton Jacquard;Revered Collars;Tonal Buttons;Relaxed fit and soft material;Casual Unisex wear;Available in 4 sizes;M, L, XL & XXL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/jacquard-shirt-or-blue
Regular Blank T-shirt  | Grey,850,N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-115-9533.webp,Melange Grey,M;L;XL;XXL,Bio-washed High Quality Cotton T-Shirt ( 200 GSM );Half Sleeves T-shirt;Round Neck with Lycra Rib;Anti Color Fade;Lint Proof;6 Sizes AvailableXS - S - M - L - XL - XXL;Color : Grey;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery,https://tntstore.online/product/regular-blank-t-shirt-orgrey
Summer Shorts (New) | Black,"1,400",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-103-6575.webp,Black,M;L;XL,"Breathable and soft material to keep you cool in summer heat,;Adjustable drawstring for a customized and comfortable fit,;Timeless mid-thigh length design for a relaxed fit and casual look,;Pocket with zipper,;3 Sizes Available;M - L - XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/summer-shorts-(new)-or-black
Half Zipper | Melange Grey and Pink,"2,500",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-60-2641.webp,Melange grey and pink,M;L;XL;XXL,"Luxurious Velvet Fleece For Unbeatable Comfort.;Versatile Fashion For Any Occasion.;Flattering, Comfortable Fit.;Functional Quarter-Zip Design.;Durable Quality For Seasons of Wear.;4 Sizes AvailableM - L - XL - XXL.;Stylish contrast:Melange Grey Body, Pink Sleeves.;Dip-wash or Machine Wash is preferred.;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/half-zipper-or-turtle-neck-or-melange-grey-and-pink
Summer Sweats | Coffee Brown,"1,500",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-coffee-brown-2854.webp,Coffee Brown,S;M;L;XL;XXL,"Stay cool and dry in our breathable Lycra cotton terry fabric, perfect for hot summer days.;Versatile for lounging, workouts, or daily outings, our sweats effortlessly suits any occasion.;Sweats are built tough for lasting wear, wash after wash.;Sleek and modern, our sweats effortlessly elevate your summer style. Pair with joggers, trousers, or jeans for a laid-back, fashionable look.;5 Sizes Available;S - M - L - XL - XXL;Color : Coffee Brown;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/summer-sweats-or-coffee-brown
Half Zipper | White and Olive Green,"2,500",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-62-9104.webp,White and Olive Green,M;L;XL;XXL,"Luxurious Velvet Fleece For Unbeatable Comfort.;Versatile Fashion For Any Occasion.;Flattering, Comfortable Fit.;Functional Quarter-Zip Design.;Durable Quality For Seasons of Wear.;4 Sizes AvailableM - L - XL - XXL.;Stylish contrast:White Body, Olive Green Sleeves.;Dip-wash or Machine Wash is preferred.;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/half-zipper-or-turtle-neck-or-white-and-olive-green
Winter Sweats | Mint,"2,200","2,400",8% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-mint-9852.webp,Mint,M;L;XL,"Fabric: Velvet Fleece, Fleece inside;Fits Oversized;Perfect for layering;Keeps warm at all times;Bold printed logo;Sizes: M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/winter-sweats-or-mint
Cardigan | Light Brown,"2,500",N/A,4% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-45-5538.webp,Light Brown,S;M;L;XL,"Premium Waffle Fabric;Unisex Outerwear;Sewn on Patch pocket;Color Matching Buttons;Relaxed fit and soft material, suitable for casual or semi-formal wear;Available in 4 sizes;S, M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Deliver",https://tntstore.online/product/cardigan-or-light-brown
Oversized T-shirt | Ultra-cool | Black,"1,000",N/A,N/A,https://cdn2.blanxer.com/bulk/65faa86cdc9b7600587d6a32/ultracool_edition_or_the_northern_trail/65fbd7fadc9b760058809695.webp,Black,M;L;XL,"Luxurious Tencel fabric For Unbeatable Comfort.;Versatile Fashion For Any Occasion.;Round Neck, Oversize and Comfortable Fit.;Durable Quality For Seasons of Wear.;3 Sizes AvailableM - L - XL.;Color: Black;Dip-wash or Machine Wash is preferred.;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/oversized-t-shirt-or-ultra-cool-or-black-4cq
Sport T-shirt | Sleeveless | Black,800,N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-152-4732.webp,Black,S;M;L;XL;XXL,"Stay cool, dry, and comfortable with our Sleeveless sport T-shirt.;Stay fresh with moisture-wicking fabric.;Move freely with breathable, stretchy material.;5 Sizes Available;S - M - L - XL- XXL;Color : Black;Dip-wash or Machine Wash is preferred.;Home Delivery All Over Nepal |Cash On Delivery",https://tntstore.online/product/sport-t-shirt-or-sleeveless-or-black
Oversized T-shirt | Ultra-cool | Beige,"1,000",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-beige-4901.webp,Beige,M;L;XL,"Luxurious Tencel fabric For Unbeatable Comfort.;Versatile Fashion For Any Occasion.;Round Neck, Oversize and Comfortable Fit.;Durable Quality For Seasons of Wear.;3 Sizes AvailableM - L - XL.;Color: Beige;Dip-wash or Machine Wash is preferred.;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/oversized-t-shirt-or-ultra-cool-or-beige
Light Wt Polo T-Shirt | Beige,"1,000","1,100",9% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-73-0832.webp,Beige,S;M;L;XL;XXL,Micro Pique Polyester;High Quality Polo Shirts;Half Sleeves T-shirt;Lint Proof;5 Sizes Available S - M - L - XL - XXL;Color : Beige;Hand Wash is preferred;Home Delivery All Over Nepal |Cash On Delivery,https://tntstore.online/product/light-wt-polo-t-shirt-or-beige
Turtleneck | Forest Green,"2,500",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-73-9744.webp,Forest Green,M;L;XL,Luxurious anti pilling fabric for unbeatable comfort.;Versatile fashion for any occasion.;Comfortable fit.;Durable quality for seasons of wear.;3 Sizes Available;M - L - XL.;Dip-wash or Machine Wash is preferred.;Home Delivery All Over Nepal | Cash On Delivery,https://tntstore.online/product/turtleneck-or-forest-green
Heavy Wt Polo Tshirt | Royal Blue,"1,100",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-124-8398.webp,Royal Blue,M;L;XL,"300 GSM Glander Pique Cotton Fabric;Half sleeved Tshirt;Anti Color Fade;Lint Proof;3 Sizes AvailableM, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/heavy-wt-polo-tshirt-or-royal-blue
Summer Shorts | Beige,800,"1,400",43% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-112-4998.webp,Beige,M;L;XL,"Breathable and soft material keeps you cool in summer heat.;Perfect for various activities like lounging, running errands, or casual outings.;Adjustable drawstring for a customized and comfortable fit.;Timeless mid-thigh length design for a relaxed and casual look.;3 Sizes Available;M - L - XL;Color : Beige;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/summer-shorts-or-beige
Regular Blank T-shirt  | Black,850,N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-113-2716.webp,Black,M;L;XL;XXL,Bio-washed High Quality Cotton T-Shirt ( 200 GSM );Half Sleeves T-shirt;Round Neck with Lycra Rib;Anti Color Fade;Lint Proof;6 Sizes AvailableXS - S - M - L - XL - XXL;Color : Black;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery,https://tntstore.online/product/regular-blank-t-shirt-or-black
Winter Sweats | Melange Grey,"2,200","2,400",8% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-grey-2606.webp,Melange Grey,M;L;XL,"Fabric: Velvet Fleece, Fleece inside;Fits Oversized;Perfect for layering;Keeps warm at all times;Bold printed logo;Sizes: M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/winter-sweats-or-melange-grey
Winter Sweats | White,"2,200","2,400",8% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-white-5057.webp,White,M;L;XL,"Fabric: Velvet Fleece, Fleece inside;Available in both Oversized Fit;Perfect for layering;Keeps warm at all times;Bold printed logo;Sizes: M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/winter-sweats-or-white
Shadow Trouser | Charcoal,"1,000",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-116-9220.webp,Charcoal,M;L;XL,"Made with 150 GSM polyfiber Roma;Unique Texture and Feel;Ideal for Lounging and Gym wear;Unisex Design;Available in 3 sizes;M, L & XL;Dip wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/shadow-trouser-or-charcoal
Tank Top | Ultra-cool | Beige,750,N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-tank-top-off-white-the-northern-trail-5288.webp,Beige,M;L;XL,Luxurious Tencel fabric For Unbeatable Comfort.;Versatile Fashion For Any Occasion.;Sleeveless and Comfortable Fit.;Durable Quality for Seasons of Wear.;3 Sizes AvailableM - L - XL.;Color: Beige;Dip-wash or Machine Wash is preferred.;Home Delivery All Over Nepal | Cash On Delivery,https://tntstore.online/product/tank-top-or-ultra-cool-or-off-white
Half Zipper | Beige and Sky Blue,"2,500",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-61-4554.webp,Beige and sky blue,M;L;XL;XXL,"Luxurious Velvet Fleece For Unbeatable Comfort.;Versatile Fashion For Any Occasion.;Flattering, Comfortable Fit.;Functional Quarter-Zip Design.;Durable Quality For Seasons of Wear.;4 Sizes AvailableM - L - XL - XXL.;Stylish contrast:Beige Body, Sky Blue Sleeves.;Dip-wash or Machine Wash is preferred.;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/half-zipper-or-turtle-neck-or-beige-and-sky-blue
Plain Hoodie | Black,"2,800","3,000",7% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-45-3656.webp,Black,M;L;XL,"Velvet fleece fabric,;350 GSM fabric,;Double layered hood,;Kangaroo pockets,;DTF Logo in the front,;Durable quality for seasons of wear,;3 Sizes available,;M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/plain-hoodie-or-black
Turtleneck | White,"2,500",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-76-0147.webp,White,M;L;XL,Luxurious anti pilling fabric for unbeatable comfort.;Versatile fashion for any occasion.;Comfortable fit.;Durable quality for seasons of wear.;3 Sizes Available;M - L - XL.;Dip-wash or Machine Wash is preferred.;Home Delivery All Over Nepal | Cash On Delivery,https://tntstore.online/product/turtleneck-or-white
Shadow Trouser | Slate,"1,000",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-117-1694.webp,Slate,M;L;XL,"Made with 150 GSM polyfiber Roma;Unique Texture and Feel;Ideal for Lounging and Gym wear;Unisex Design;Available in 3 sizes;M, L & XL;Dip wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/shadow-trouser-or-slate
Cargo Joggers | Dark Grey,"2,400",N/A,8% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-54-9521.webp,Dark Grey,M;L;XL,"Cargo pants Design;2 leg, 2 back, and 2 side pockets;Loose fit;Fleece-lined interior;Unisex design;Available in 3 sizes;M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/cargo-joggers-or-dark-grey
Light Wt Polo T-Shirt | Olive Green,"1,000","1,100",9% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-polo-t-shirt-green-jeans-the-northern-trail-1995.webp,Olive Green,M;L;XL;XXL,Micro Pique Polyester;High Quality Polo Shirts;Half Sleeves T-shirt;Lint Proof;Sizes Available M - L - XL - XXL;Color : Olive Green;Hand Wash is preferred;Home Delivery All Over Nepal |Cash On Delivery,https://tntstore.online/product/light-wt-polo-t-shirt-or-olive-green
Plain Hoodie | Forest Green,"2,800","3,000",7% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-46-7727.webp,Forest Green,M;L;XL,"Velvet fleece fabric,;350 GSM fabric,;Double layered hood,;Kangaroo pockets,;DTF Logo in the front,;Durable quality for seasons of wear,;3 Sizes available,;M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/plain-hoodie-or-forest-green
Summer Shorts (New) | Off White,"1,400",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-107-3907.webp,Off White,M;L;XL,"Breathable and soft material to keep you cool in summer heat,;Adjustable drawstring for a customized and comfortable fit,;Timeless mid-thigh length design for a relaxed fit and casual look,;Pocket with zipper,;3 Sizes Available;M - L - XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/summer-shorts-(new)-or-off-white
Heritage Varsity | Onyx,"3,000",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-113-4299.webp,Onyx,M;L;XL,"320 GSM Corded Velveteen;Snap button closure;Ribbed trims for a timeless look;Relaxed fit with Premium Materials;Casual Unisex wear;Available in 3 sizes;M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/heritage-varsity-or-onyx
Turtleneck | Beige,"2,500",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-77-9520.webp,Beige,M;L;XL,Luxurious anti pilling fabric for unbeatable comfort.;Versatile fashion for any occasion.;Comfortable fit.;Durable quality for seasons of wear.;3 Sizes Available;M - L - XL.;Dip-wash or Machine Wash is preferred.;Home Delivery All Over Nepal | Cash On Delivery,https://tntstore.online/product/turtleneck-or-beige
Jacquard Shirt | Off White,"1,700",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-131-2331.webp,Off White,M;L;XL;XXL,"Premium 290 GSM cotton Jacquard;Revered Collars;Tonal Buttons;Relaxed fit and soft material;Casual Unisex wear;Available in 4 sizes;M, L, XL & XXL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/jacquard-shirt-or-off-white
Turtleneck | Navy,"2,500",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-74-0401.webp,Navy,M;L;XL;XXL,Luxurious anti pilling fabric for unbeatable comfort.;Versatile fashion for any occasion.;Comfortable fit.;Durable quality for seasons of wear.;4 Sizes Available;M - L - XL-XXL.;Dip-wash or Machine Wash is preferred.;Home Delivery All Over Nepal | Cash On Delivery,https://tntstore.online/product/turtleneck-or-navy
Cargo Joggers | Grey,"2,400",N/A,8% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-56-5079.webp,Grey,M;L;XL,"Cargo pants Design;2 leg, 2 back, and 2 side pockets;Loose fit;Fleece-lined interior;Unisex design;Available in 3 sizes;M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/cargo-joggers-or-grey
Light Wt Polo T-Shirt | Grey,"1,000","1,100",9% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-74-1935.webp,Grey,S;M;L;XL;XXL,Micro Pique Polyester;High Quality Polo Shirts;Half Sleeves T-shirt;Lint Proof;5 Sizes Available S - M - L - XL - XXL;Color : Grey;Hand Wash is preferred;Home Delivery All Over Nepal |Cash On Delivery,https://tntstore.online/product/light-wt-polo-t-shirt-or-grey
Winter Sweats | Beige,"2,200","2,400",8% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-37-9446.webp,Beige,M;L;XL,"Fabric: Velvet Fleece, Fleece inside;Fits Oversized;Perfect for layering;Keeps warm at all times;Bold printed logo;Sizes: M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/winter-sweats-or-beige
Heavy Wt Polo T-Shirt | Red,"1,100",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-128-9395.webp,Red,S;M;L;XL;XXL,"300 GSM Glander Pique Cotton Fabric;Half sleeved Tshirt;Anti Color Fade;Lint Proof;3 Sizes AvailableM, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/heavy-wt-polo-t-shirt-or-red
Plain Hoodie | White,"2,800","3,000",7% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-41-2659.webp,White,M;L;XL,"Velvet fleece fabric,;350 GSM fabric,;Double layered hood,;Kangaroo pockets,;DTF Logo in the front,;Durable quality for seasons of wear,;3 Sizes available,;M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/plain-hoodie-or-white
